job_url,job_title,company_name,job_sector,job_function,education_level,experience_level,published_from,published_to,contract_type
/fr/offre-emploi-support-technique-tech-fix-cc-francophone-recrutement-foundever-ex-sitel-group-rabat-178929.html,Support technique (tech fix) | CC Francophone | Rabat (Maroc),Foundever (ex Sitel Group),Centre d'appels,Centre d'appels (métiers de),Bac,Débutant (-1 an),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-business-data-analyst-hf-recrutement-sorec-rabat-178928.html,Business Data Analyst (H/F) | Rabat (Maroc),Sorec,Informatique,Informatique / Electronique,Bac +4,Intermédiaire (3 à 5 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-controleur-de-gestion-chantier-hf-recrutement-sogea-maroc-tout-le-maroc-178927.html,Contrôleur de gestion chantier ( H/F) | Tout le Maroc (Maroc),Sogea Maroc,Comptabilité / Audit,Travaux / Chantiers / BTP,Bac +5 et plus,Intermédiaire (3 à 5 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-consultant-confirme-en-strategie-controle-de-gestion-et-gestion-de-projet-recrutement-clinique-la-vallee-rabat-178926.html,"consultant confirmé en stratégie, contrôle de gestion et gestion de projet | Rabat (Maroc)",Clinique La Vallée,Conseil / Etudes,Gestion projet / Etudes / R&D,Bac +5 et plus,Confirmé (5 à 10 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-controleur-de-gestion-hf-recrutement-sogea-maroc-tout-le-maroc-178925.html,Contrôleur de gestion ( H/F) | Tout le Maroc (Maroc),Sogea Maroc,Comptabilité / Audit,Gestion / Comptabilité / Finance,Bac +5 et plus,Intermédiaire (3 à 5 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-directeur-travaux-hydraulique-hf-recrutement-sogea-maroc-tout-le-maroc-178924.html,Directeur Travaux Hydraulique (H/F) | Tout le Maroc (Maroc),Sogea Maroc,BTP / Génie Civil,Travaux / Chantiers / BTP,Bac +5 et plus,Expert (10 à 20 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-responsable-operationnel-assurance-qualite-hf-recrutement-groupe-azura-agadir-177578.html,Responsable Opérationnel Assurance Qualité H/F | Agadir (Maroc),Groupe AZURA,Agriculture / Environnement,Production / Qualité / Sécurité / Maintenance,Bac +5 et plus,Junior (1 à 3 ans),16/01/2026,01/02/2026,CDI
/fr/offre-emploi-charge-dapprovisionnement-gestion-de-stocks-previsions-des-ventes-recrutement-foods-and-goods-bouskoura-178923.html,Chargé d'Approvisionnement (Gestion de stocks & Prévisions des ventes) | Bouskoura (Maroc),Foods and Goods,Distribution,Achats / Supply Chain,Bac +4,Intermédiaire (3 à 5 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-coordinateurtrice-commerciale-recrutement-foods-and-goods-bouskoura-178922.html,Coordinateur(trice) Commerciale | Bouskoura (Maroc),Foods and Goods,Agroalimentaire,Commercial / Vente / Export,Bac +3,Junior (1 à 3 ans),16/01/2026,16/03/2026,CDI
/fr/offre-emploi-gestionnaire-clientele-hf-recrutement-attijariwafa-bank-mohammedia-178921.html,Gestionnaire Clientèle (H/F) | Mohammédia (Maroc),Attijariwafa bank,Banque / Finance,Banque (métiers de la),Bac +3,Débutant (-1 an),16/01/2026,16/03/2026,Autre
/fr/offre-emploi-responsable-des-achats-recrutement-confidentiel-casablanca-178446.html,Responsable des Achats | Casablanca (Maroc),,Matériel Médical,Achats / Supply Chain,Bac +3,Confirmé (5 à 10 ans),15/01/2026,02/03/2026,CDI
/fr/offre-emploi-agent-de-tresorerie-chargee-de-reglements-fournisseurs-recrutement-confidentiel-casablanca-177551.html,Agent de Trésorerie / Chargé(e) de Règlements Fournisseurs | Casablanca (Maroc),,Matériel Médical,Gestion / Comptabilité / Finance,Bac +2,Junior (1 à 3 ans),15/01/2026,30/01/2026,CDI
/fr/offre-emploi-comptable-experimente-2-recrutement-confidentiel-casablanca-178532.html,Comptable expérimenté (2) | Casablanca (Maroc),,Matériel Médical,Gestion / Comptabilité / Finance,Bac +3,Confirmé (5 à 10 ans),15/01/2026,05/03/2026,CDI
/fr/offre-emploi-gestionnaire-achats---confirme-hf-recrutement-btechnologie-rabat-177165.html,Gestionnaire Achats - Confirmé (H/F) | Rabat (Maroc),BTechnologie,Distribution,Achats / Supply Chain,Bac +2,Junior (1 à 3 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-comptable-fournisseurs---confirme-recrutement-btechnologie-rabat-177164.html,Comptable Fournisseurs - Confirmé | Rabat (Maroc),BTechnologie,Comptabilité / Audit,Assistanat de Direction / Services Généraux,Bac +2,Junior (1 à 3 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-gestionnaire-administratif---junior-confirme-hf-recrutement-btechnologie-rabat-177163.html,Gestionnaire Administratif - Junior /Confirmé (H/F) | Rabat (Maroc),BTechnologie,Comptabilité / Audit,Assistanat de Direction / Services Généraux,Bac +2,Débutant (-1 an),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-referent-validation---junior-confirme-hf-recrutement-btechnologie-rabat-177149.html,Référent Validation - Junior /Confirmé (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-testeur-salesforce-automatisation-robot-framework---confirme-hf-recrutement-btechnologie-rabat-177151.html,Testeur Salesforce Automatisation Robot Framework - Confirmé (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-chef-de-projet--test-qa---expert-senior-hf-recrutement-btechnologie-rabat-177147.html,Chef de Projet -TEST QA - Expert /Senior (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-developpeur-fullstack-.net-react-ts---expert-hf-recrutement-btechnologie-rabat-177156.html,Développeur Fullstack .NET /React /TS - Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-referent-validation---expert-hf-recrutement-btechnologie-rabat-177150.html,Référent Validation - Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-release-manager-salesforce---expert-hf-recrutement-btechnologie-rabat-177160.html,Release Manager Salesforce - Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-analyste-qa---expert-hf-recrutement-btechnologie-rabat-177155.html,Analyste QA - Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-data-engineer---big-data-etl-teradata---confirme-expert-hf-recrutement-btechnologie-rabat-177144.html,Data Engineer - BIG Data / ETL / TERADATA - Confirmé /Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,01/02/2026,CDI
/fr/offre-emploi-data-engineer-python-spark---confirme-expert-hf-recrutement-btechnologie-rabat-177139.html,Data Engineer PYTHON / SPARK - Confirmé /Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,01/02/2026,CDI
/fr/offre-emploi-data-engineer-java-spark---confirme-expert-hf-recrutement-btechnologie-rabat-177137.html,Data Engineer JAVA / SPARK - Confirmé / Expert (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,01/02/2026,CDI
/fr/offre-emploi-ingenieure-qa-hf-recrutement-btechnologie-rabat-177603.html,Ingénieur(e) QA (H/F) | Rabat (Maroc),BTechnologie,Telecom,Télécom / Réseaux,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,02/02/2026,CDI
/fr/offre-emploi-testeur-automatisation---confirme-hf-recrutement-btechnologie-rabat-177153.html,Testeur Automatisation - Confirmé (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenieur-fibre-offre-sur-mesure-recrutement-btechnologie-rabat-177324.html,Ingénieur Fibre Offre Sur Mesure | Rabat (Maroc),BTechnologie,Telecom,Télécom / Réseaux,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,24/01/2026,CDI
/fr/offre-emploi-developpeur-python-sql-hf-recrutement-btechnologie-rabat-177632.html,Développeur Python / SQL (H/F) | Rabat (Maroc),BTechnologie,Telecom,Télécom / Réseaux,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,03/02/2026,CDI
/fr/offre-emploi-acheteur-sea---media-buyer-recrutement-btechnologie-rabat-177783.html,Acheteur SEA - Media Buyer | Rabat (Maroc),BTechnologie,Internet / Multimédia,Marketing,Bac +3,Junior (1 à 3 ans),15/01/2026,08/02/2026,CDI
/fr/offre-emploi-ingenierie-detaille-ipwdm-hf-recrutement-btechnologie-rabat-177170.html,Ingénierie Détaillé IP/WDM (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenieur-conception-radio-junior-hf-recrutement-btechnologie-rabat-177169.html,Ingénieur Conception Radio Junior (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Débutant (-1 an),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenieur-methode-qos-mobile-2g3g4g5g-hf-recrutement-btechnologie-rabat-177161.html,Ingénieur Méthode QOS mobile 2G/3G/4G/5G (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenieur-conception-radio-confirme---atoll-mandatory-hf-recrutement-btechnologie-rabat-177168.html,Ingénieur Conception Radio Confirmé - Atoll Mandatory (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Débutant (-1 an),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenieur-reseaux-et-systeme-hf-recrutement-btechnologie-rabat-177249.html,Ingénieur Réseaux et Système H/F | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,20/01/2026,CDI
/fr/offre-emploi-chef-de-projet-financier-transverse-sap-s4-hana-hf-recrutement-btechnologie-rabat-177145.html,Chef de Projet Financier Transverse  SAP S4/ HANA (H/F) | Rabat (Maroc),BTechnologie,Informatique,Audit / Conseil,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-experte-reseaux-n3-lanwansd-wan-support-client-b2b-recrutement-btechnologie-rabat-177152.html,Expert(e) Réseaux N3 – LAN/WAN/SD-WAN – Support Client B2B | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,19/01/2026,CDI
/fr/offre-emploi-onboarding-specialist---chargee-dintegration-hf-recrutement-btechnologie-rabat-178113.html,Onboarding Specialist - Chargé(e) d'intégration (H/F) | Rabat (Maroc),BTechnologie,Informatique,RH / Personnel / Formation,Bac +5 et plus,Débutant (-1 an),15/01/2026,17/02/2026,Autre
/fr/offre-emploi-manager-deploiement-reseaux-ftta-wdm-hf-recrutement-btechnologie-rabat-177158.html,Manager Déploiement Réseaux – FTTA & WDM (H/F) | Rabat (Maroc),BTechnologie,Telecom,Responsable de Département,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenierie-detaille-ipwdm-senior-hf-recrutement-btechnologie-rabat-177171.html,Ingénierie Détaillé IP/WDM Senior (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-ingenieur-expert-qos-troubleshooting-radio-mobile-hf-recrutement-btechnologie-rabat-177154.html,Ingénieur Expert QOS – Troubleshooting Radio Mobile (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,17/01/2026,CDI
/fr/offre-emploi-expert-methode-et-operations-hf-recrutement-btechnologie-rabat-177413.html,Expert Méthode et Opérations (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,26/01/2026,CDI
/fr/offre-emploi-change-manager-hf-recrutement-btechnologie-rabat-177410.html,Change Manager (H/F) | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,26/01/2026,CDI
/fr/offre-emploi-ingenieur-e-developpement-camundabpmn-recrutement-btechnologie-rabat-178182.html,Ingénieur (e) développement Camunda/BPMN | Rabat (Maroc),BTechnologie,Telecom,Télécom / Réseaux,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,19/02/2026,CDI
/fr/offre-emploi-gestionnaire-paie-et-administration-du-personnel-recrutement-btechnologie-rabat-178340.html,Gestionnaire Paie et Administration du Personnel | Rabat (Maroc),BTechnologie,Autres services,Gestion / Comptabilité / Finance,Bac +3,Junior (1 à 3 ans),15/01/2026,25/02/2026,CDI
/fr/offre-emploi-developpeur-fullstack-php-symfony---expert-recrutement-btechnologie-rabat-178480.html,Développeur Fullstack PHP Symfony - Expert | Rabat (Maroc),BTechnologie,Informatique,Informatique / Electronique,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,01/03/2026,CDI
/fr/offre-emploi-people-project-lead-hf-recrutement-afd.tech-rabat-177402.html,People & Project Lead (H/F) | Rabat (Maroc),AFD.Tech,Informatique,RH / Personnel / Formation,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,26/01/2026,CDI
/fr/offre-emploi-stagiaire-pfe-epm-oracle-recrutement-afd.tech-rabat-177857.html,Stagiaire PFE – EPM ORACLE | Rabat (Maroc),AFD.Tech,Informatique,Informatique / Electronique,Bac +5 et plus,Débutant (-1 an),15/01/2026,10/02/2026,Stage
/fr/offre-emploi-consultante-experimente-en-cybersecurite-industrielle-ics-ot-hf-recrutement-afd.tech-rabat-178039.html,Consultant(e) expérimenté en cybersécurité industrielle (ICS – OT) (H/F) | Rabat (Maroc),AFD.Tech,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,16/02/2026,CDI
/fr/offre-emploi-consultante-sailpoint-hf-recrutement-afd.tech-rabat-178648.html,Consultant(e) Sailpoint (H/F) | Rabat (Maroc),AFD.Tech,Conseil / Etudes,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,08/03/2026,CDI
/fr/offre-emploi-tech-lead-apriso-mes-hf-recrutement-afd.tech-rabat-178674.html,Tech Lead Apriso / MES (H/F) | Rabat (Maroc),AFD.Tech,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,08/03/2026,CDI
/fr/offre-emploi-data-engineer-recrutement-inetum-casablanca-178920.html,Data Engineer | Casablanca (Maroc),Inetum,Informatique,Informatique / Electronique,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-job-offer-bilingual-customer-service-representative-spanish-english-recrutement-telus-digital-casablanca-178919.html,Job Offer – Bilingual Customer Service Representative (Spanish / English) | Casablanca (Maroc),Telus Digital,,,,,15/01/2026,15/03/2026,
/fr/offre-emploi-concepteur-developpeur-php-fh-recrutement-sofrecom-maroc-casablanca-178918.html,Concepteur Développeur PHP (F/H) | Casablanca (Maroc),Sofrecom Maroc,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-ingenieur-dexploitation-fh-recrutement-sofrecom-maroc-casablanca-178917.html,Ingénieur d'exploitation (F/H) | Casablanca (Maroc),Sofrecom Maroc,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-concepteur-developpeur-php-angular-fh-recrutement-sofrecom-maroc-casablanca-178916.html,Concepteur Développeur PHP Angular (F/H) | Casablanca (Maroc),Sofrecom Maroc,Informatique,Informatique / Electronique,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-analyste-risque-senior-recrutement-finea-casablanca-178915.html,Analyste risque senior | Casablanca (Maroc),Finéa,Banque / Finance,Banque (métiers de la),Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-responsable-departement-recouvrement-contentieux-recrutement-finea-casablanca-178914.html,Responsable Département Recouvrement & Contentieux | Casablanca (Maroc),Finéa,Banque / Finance,Banque (métiers de la),Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-charge-dinfrastructure-et-securite-si-recrutement-finea-casablanca-178913.html,Chargé d’Infrastructure et sécurité SI | Casablanca (Maroc),Finéa,Banque / Finance,Banque (métiers de la),Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-coach-fitness-recrutement-um6p---universite-mohammed-vi-polytechnique-rabat-178860.html,Coach Fitness | RABAT (Maroc),UM6P - Université Mohammed VI Polytechnique,Enseignement / Formation,Enseignement,Bac +3,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-developpeur-fullstack-fh-recrutement-sofrecom-maroc-technopolis-178643.html,Développeur Fullstack (F/H) | Technopolis (Maroc),Sofrecom Maroc,Informatique,Internet / Multimédia,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,08/03/2026,CDI
/fr/offre-emploi-developpeur-python-fh-recrutement-sofrecom-maroc-technopolis-178645.html,Développeur Python (F/H) | Technopolis (Maroc),Sofrecom Maroc,Informatique,Internet / Multimédia,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,08/03/2026,CDI
/fr/offre-emploi-developpeur-front-nextjs-fh-recrutement-sofrecom-maroc-technopolis-178702.html,Développeur Front NextJS (F/H) | Technopolis (Maroc),Sofrecom Maroc,Informatique,Internet / Multimédia,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,09/03/2026,CDI
/fr/offre-emploi-auditeur-controleur-interne-fh-recrutement-sofrecom-maroc-technopolis-178727.html,Auditeur & Contrôleur interne (F/H) | Technopolis (Maroc),Sofrecom Maroc,Internet / Multimédia,Audit / Conseil,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,09/03/2026,CDI
/fr/offre-emploi-deposez-votre-candidaturespontanee.-recrutement-rekrute-casablanca-95607.html,Déposez votre #CandidatureSpontanée. | Casablanca (Maroc),ReKrute,Informatique,Commercial / Vente / Export,Bac +3,Débutant (-1 an),15/01/2026,30/11/2026,CDI
/fr/offre-emploi-ingenieure-projets-recrutement-groupe-azura-dakhla-178911.html,Ingénieur(e) Projets | Dakhla (Maroc),Groupe AZURA,Agroalimentaire,Méthodes / Process / Industrialisation,Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-assistante-administrative-recrutement-confidentiel-mohammedia-178910.html,Assistante Administrative | Mohammédia (Maroc),,Banque / Finance,Assistanat de Direction / Services Généraux,Bac +3,Junior (1 à 3 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-attache-parc-recrutement-confidentiel-mohammedia-178909.html,Attaché Parc | Mohammédia (Maroc),,Automobile / Motos / Cycles,Assistanat de Direction / Services Généraux,Bac +2,Junior (1 à 3 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-gerant-de-station-service-recrutement-confidentiel-beni-mellal-178908.html,Gérant de Station-Service | Béni Mellal (Maroc),,Distribution,Achats / Supply Chain,Bac +3,Junior (1 à 3 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-responsable-controle-de-gestion-recrutement-confidentiel-casablanca-178907.html,Responsable  Contrôle de gestion | casablanca (Maroc),,Agroalimentaire,Gestion / Comptabilité / Finance,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-responsable-maintenance-vehicules-parc-recrutement-confidentiel-mohammedia-178906.html,Responsable Maintenance Véhicules – Parc | Mohammédia (Maroc),,Automobile / Motos / Cycles,Production / Qualité / Sécurité / Maintenance,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-delegue-regional-hf-recrutement-confidentiel-oujda-178905.html,Délégué Régional (H/F) | Oujda (Maroc),,Energie,Commercial / Vente / Export,Bac +4,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-it-recruiter-recrutement-cnexia-rabat-178904.html,It recruiter | Rabat (Maroc),Cnexia,Indifférent,RH / Personnel / Formation,Bac +4,Junior (1 à 3 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-manager-de-rayon-boucherie---experience-exigee-en-boucherie-recrutement-groupe-labelvie---carrefour-casablanca-178903.html,Manager de Rayon Boucherie - Expérience Exigée en Boucherie | Casablanca (Maroc),Groupe Label'Vie - Carrefour,Distribution,Distribution (métiers de la),Bac +2,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-manager-de-rayon-epcs-electromenager-et-multimedia---experience-exigee-en-electromenager-recrutement-groupe-labelvie---carrefour-casablanca-177688.html,Manager de Rayon EPCS (Electroménager et Multimédia) - Expérience Exigée en Electroménager | Casablanca (Maroc),Groupe Label'Vie - Carrefour,Distribution,Distribution (métiers de la),Bac +3,Intermédiaire (3 à 5 ans),15/01/2026,04/02/2026,CDI
/fr/offre-emploi-technicien-moyens-generaux-recrutement-groupe-smeia-fes-178902.html,Technicien Moyens Généraux | Fès (Maroc),Groupe Smeia,Agroalimentaire,Achats / Supply Chain,Bac +2,Débutant (-1 an),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-event-officer-recrutement-um6p---universite-mohammed-vi-polytechnique-rabat-178901.html,Event Officer | Rabat (Maroc),UM6P - Université Mohammed VI Polytechnique,Communication / Evénementiel,Communication / Publicité / RP,Bac +5 et plus,Intermédiaire (3 à 5 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-responsable-juridique-hf-_-direction-des-affaires-juridiques-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-175276.html,Responsable Juridique (H/F) _ DIRECTION DES AFFAIRES JURIDIQUES | Rabat (Maroc),HUIR - L'Hôpital Universitaire International de Rabat,Pharmacie / Santé,Avocat / Juriste / Fiscaliste,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,15/03/2026,CDI
/fr/offre-emploi-responsable-administratif-et-financier-recrutement-atlas-online-casablanca-178238.html,RESPONSABLE ADMINISTRATIF ET FINANCIER | Casablanca (Maroc),Atlas Online,Banque / Finance,Gestion / Comptabilité / Finance,Bac +5 et plus,Confirmé (5 à 10 ans),15/01/2026,23/02/2026,CDI
/fr/offre-emploi-charges-de-clientele-bilingue-francaisanglais-recrutement-atlas-online-casablanca-178239.html,Chargés de clientèle Bilingue (Francais/Anglais) | Casablanca (Maroc),Atlas Online,Centre d'appels,Centre d'appels (métiers de),Bac +2,Débutant (-1 an),15/01/2026,23/02/2026,CDI
/fr/offre-emploi-stagiaires-rhrecrutement--pfe-2026-casablanca-tanger-recrutement-akkodis-maroc-casablanca-177990.html,Stagiaires RH/Recrutement -PFE 2026 (Casablanca & Tanger) | Casablanca (Maroc),Akkodis Maroc,Autres Industries,Gestion / Comptabilité / Finance,Bac +5 et plus,Débutant (-1 an),15/01/2026,15/02/2026,Stage
/fr/offre-emploi-tresorier-salle-des-marches-recrutement-attijariwafa-bank-casablanca-178460.html,Trésorier / Salle des Marchés | Casablanca (Maroc),Attijariwafa bank,Banque / Finance,Banque (métiers de la),Bac +5 et plus,Junior (1 à 3 ans),15/01/2026,03/03/2026,CDI
